,Title,Year,Authors,Journal,Journal Acronym
64,A Model of Diameter Measurement Based on the Machine Vision.,2021,"Qingchang Tan, Ying Kou, Jianwei Miao, Siyuan Liu, Bosen Chai", Symmetry 13: 187 ,symmetry
65,On Approximate Opacity of Cyber-Physical Systems.,2021,"Xiang Yin, Majid Zamani, Siyuan Liu", 66: 1630-1645 ,tac
66,Verification of Approximate Opacity via Barrier Certificates.,2021,"Siyuan Liu, Majid Zamani", ACC 2021: 764-769,amcc
67,CHIS: A Novel Hybrid Granularity Identifier Splitting Approach.,2021,"Siyuan Liu, Jingxuan Zhang, Jiahui Liang, Junpeng Luo, Yong Xu, Chenxing Sun", APSEC 2021: 192-201,apsec
68,Explainable AI for Classification Using Probabilistic Logic Inference.,2021,"Xiuyi Fan, Siyuan Liu", CICAI  2021: 16-26,cicai
69,Exploring the use of Virtual Reality for Evaluating Activities of Daily Living: A Usability Study.,2021,"Benny Toh Hsiang Tan, Huiguo Zhang, Chunyan Miao, Siyuan Liu", ICCSE 2021: 119-123,iccse
70,Multi-site Incremental Image Quality Assessment of Structural MRI via Consensus Adversarial Representation Adaptation.,2021,"Siyuan Liu, Kim-Han Thung, Weili Lin, Pew-Thian Yap", MICCAI  2021: 381-389,miccai
71,Vox2Surf: Implicit Surface Reconstruction from Volumetric Data.,2021,"Yoonmi Hong, Sahar Ahmad, Ye Wu, Siyuan Liu, Pew-Thian Yap", MLMI@MICCAI 2021: 644-653,miccai
72,An Initial Study of Machine Learning Underspecification Using Feature Attribution Explainable AI Algorithms: A COVID-19 Virus Transmission Case Study.,2021,"James Hinns, Xiuyi Fan, Siyuan Liu, Veera Raghava Reddy Kovvuri, Mehmet Orcun Yalcin, Markus Roggenbach", PRICAI  2021: 323-335,pricai
73,Towards Enhancing Database Education: Natural Language Generation Meets Query Execution Plans.,2021,"Weiguo Wang, Sourav S. Bhowmick, Hui Li, Shafiq R. Joty, Siyuan Liu, Peng Chen", SIGMOD Conference 2021: 1933-1945,sigmod
74,Research and implementation of an analytical database testing platform in telecommunication industry.,2021,"Chaolun Wang, Yuan Liu, Pengwei Ma, Jiafeng Tian, Siyuan Liu, Minjing Zhong, Chunyu Jiang", TrustCom 2021: 1328-1333,trustcom
75,Research on Evaluation System of Relational Cloud Database.,2021,"Pengwei Ma, Kai Wei, Chunyu Jiang, Junyi Li, Jiafeng Tian, Siyuan Liu, Minjing Zhong", TrustCom 2021: 1369-1373,trustcom
76,An Analysis of Testing Scenarios for Automated Driving Systems.,2021,"Siyuan Liu, Luiz Fernando Capretz", SANER 2021: 622-629,wcre
77,Symbolic Models for Infinite Networks of Control Systems: A Compositional Approach.,2021,"Siyuan Liu, Navid Noroozi, Majid Zamani",03327 ,corr
78,Towards Enhancing Database Education: Natural Language Generation Meets Query Execution Plans.,2021,"Weiguo Wang, Sourav S. Bhowmick, Hui Li, Shafiq R. Joty, Siyuan Liu, Peng Chen",00740 ,corr
79,Evaluating the Correctness of Explainable AI Algorithms for Classification.,2021,"Orcun Yalcin, Xiuyi Fan, Siyuan Liu",09740 ,corr
80,CCGL: Contrastive Cascade Graph Learning.,2021,"Xovee Xu, Fan Zhou, Kunpeng Zhang, Siyuan Liu",12576 ,corr
